Epoch,Training Loss,Validation Loss,Validation Accuracy
1,3.8540191650390625,2.3987208320655755,0.3416666666666667
2,2.165539264678955,1.5539417406505285,0.5333333333333333
3,1.6893012523651123,1.3993250078715047,0.5894444444444444
4,1.3888317346572876,1.3173074315954647,0.6077777777777778
5,1.2988886833190918,1.268545786675596,0.6172222222222222
6,1.1978468894958496,1.2320106838433356,0.6372222222222222
7,1.2887223958969116,1.1892675324616073,0.6461111111111111
8,1.0797288417816162,1.1602817576762432,0.6494444444444445
9,1.1811281442642212,1.1341757163325221,0.6555555555555556
10,1.2230435609817505,1.1096665905383998,0.6627777777777778
11,1.2843327522277832,1.0919965103006042,0.6716666666666666
12,1.32651686668396,1.0722972331614196,0.6794444444444444
13,1.2827762365341187,1.0556246337806159,0.6822222222222222
14,1.3148715496063232,1.040100898961666,0.6872222222222222
15,1.362810492515564,1.029045810760678,0.6872222222222222
16,1.4364023208618164,1.0191708870260885,0.69
17,1.4577982425689697,1.0104423569092695,0.6911111111111111
18,1.4280463457107544,1.0027901431130077,0.6961111111111111
19,1.4312772750854492,0.9951820296508959,0.6961111111111111
20,1.406482219696045,0.9889642246960041,0.6966666666666667
21,1.3796446323394775,0.983036970850436,0.695
22,1.3730710744857788,0.9782491762713633,0.6977777777777778
23,1.340111255645752,0.9735221669343688,0.6994444444444444
24,1.296336054801941,0.9690998782671846,0.7016666666666667
25,1.2489616870880127,0.9649386229038808,0.7011111111111111
26,1.2261090278625488,0.9614574297619725,0.7022222222222222
27,1.203514814376831,0.9579683614718508,0.6994444444444444
28,1.1763134002685547,0.9553995466855122,0.7011111111111111
29,1.1658179759979248,0.952938744960605,0.7022222222222222
30,1.130697250366211,0.9504631338803705,0.7022222222222222
31,1.1175341606140137,0.9486976622292099,0.7033333333333334
32,1.1082220077514648,0.9469726416952067,0.705
33,1.0890400409698486,0.945475886046479,0.7066666666666667
34,1.0853462219238281,0.9440982215193475,0.7066666666666667
35,1.077601671218872,0.9429771271083801,0.7083333333333334
36,1.072567105293274,0.9419685058670842,0.7072222222222222
37,1.0658538341522217,0.9411549875948954,0.7055555555555556
38,1.0646376609802246,0.9403752545576491,0.7061111111111111
39,1.0577021837234497,0.939773940251487,0.705
40,1.0559873580932617,0.9391888408563682,0.7055555555555556
41,1.0547189712524414,0.9386731559463402,0.7066666666666667
42,1.0600197315216064,0.9382164390829792,0.7072222222222222
43,1.0589590072631836,0.9378412640671983,0.7055555555555556
44,1.0600237846374512,0.9375382337754127,0.705
45,1.0646412372589111,0.9372595890525068,0.705
46,1.0659377574920654,0.9370122484861835,0.705
47,1.0689878463745117,0.9368100012973365,0.7044444444444444
48,1.0702054500579834,0.9366473071313359,0.7044444444444444
49,1.073937177658081,0.9364346410523608,0.7044444444444444
50,1.0766112804412842,0.9363076647890072,0.705
