Epoch,Training Loss,Validation Loss,Validation Accuracy
1,1.3704479932785034,1.5542030939492462,0.5283333333333333
2,0.9621815085411072,1.392094831352879,0.5883333333333334
3,0.8120834827423096,1.3108760716546224,0.6038888888888889
4,0.6341102123260498,1.2603497210384942,0.6261111111111111
5,0.591618001461029,1.2221112057276897,0.635
6,0.6268569827079773,1.1895683215776485,0.6477777777777778
7,0.7395156621932983,1.1601110845672278,0.6538888888888889
8,0.762829601764679,1.1337965571771687,0.66
9,0.7903299331665039,1.1161345568898833,0.6633333333333333
10,0.739644467830658,1.093524199655965,0.6694444444444444
11,0.705791175365448,1.078621694847437,0.6722222222222223
12,0.754180908203125,1.0619970032920052,0.6777777777777778
13,0.7580344676971436,1.0463493231306913,0.6833333333333333
14,0.7630872130393982,1.035032578640126,0.6861111111111111
15,0.7445327043533325,1.023383297800772,0.6922222222222222
16,0.7429576516151428,1.0121545086829509,0.6911111111111111
17,0.7144436836242676,1.0027881272468948,0.6927777777777778
18,0.6998856067657471,0.9945243795551748,0.69
19,0.6686831712722778,0.9873629760527466,0.6927777777777778
20,0.6648752689361572,0.9812158602534975,0.6955555555555556
21,0.6445212960243225,0.9754291211353201,0.7005555555555556
22,0.6355512738227844,0.9708544995255458,0.7005555555555556
23,0.6135333776473999,0.966240384754686,0.7
24,0.6018259525299072,0.9621987406541465,0.6994444444444444
25,0.5784539580345154,0.9584489448437752,0.7016666666666667
26,0.5703275799751282,0.9547184767031447,0.7005555555555556
27,0.5426440238952637,0.951769842008297,0.7027777777777777
28,0.5281144380569458,0.9486753166096362,0.7038888888888889
29,0.5102705359458923,0.9461578090951985,0.7072222222222222
30,0.4985106885433197,0.9437198985281995,0.7088888888888889
31,0.48834967613220215,0.9417716865046856,0.7094444444444444
32,0.4788303077220917,0.9398205579737098,0.7116666666666667
33,0.47475022077560425,0.9381573015247704,0.71
34,0.47243180871009827,0.9367503125250288,0.7105555555555556
35,0.4681553244590759,0.9355523455762563,0.7088888888888889
36,0.4633028507232666,0.9344959075574945,0.71
37,0.4644705355167389,0.9336496776471096,0.7111111111111111
38,0.46583127975463867,0.932969061107142,0.7094444444444444
39,0.4673353135585785,0.9323298592336424,0.71
40,0.4686584174633026,0.9317832291056402,0.7094444444444444
41,0.47319692373275757,0.9313003129517893,0.7088888888888889
42,0.47694888710975647,0.9309060357652036,0.71
43,0.48038020730018616,0.9305120597818556,0.7111111111111111
44,0.4844375252723694,0.9301765854011238,0.7116666666666667
45,0.48732760548591614,0.9299503523602228,0.7116666666666667
46,0.49071675539016724,0.9297177026054123,0.7116666666666667
47,0.4940551221370697,0.9295225263299653,0.7116666666666667
48,0.4964522421360016,0.9293353289440791,0.7122222222222222
49,0.4988960027694702,0.9291937256872835,0.7133333333333334
50,0.5013571977615356,0.929076961813003,0.7122222222222222
