Epoch,Training Loss,Validation Loss,Validation Accuracy
1,0.5008323192596436,1.676432381589986,0.5482517482517483
2,0.7810195088386536,1.5471142085722271,0.5644522144522145
3,0.845097541809082,1.4791325410379157,0.5825174825174825
4,0.9649176597595215,1.426367132943167,0.5987179487179487
5,1.0353660583496094,1.3827197378057887,0.6115384615384616
6,1.0820904970169067,1.3481949686351187,0.6203962703962704
7,1.1307358741760254,1.318335131185546,0.6315850815850815
8,1.1835020780563354,1.2911949954276778,0.6410256410256411
9,1.2276135683059692,1.2664166921860427,0.6534965034965035
10,1.2615492343902588,1.2440921795718363,0.6656177156177157
11,1.286969542503357,1.2242775238108754,0.6747086247086247
12,1.304455041885376,1.2067660163633747,0.6807692307692308
13,1.3138854503631592,1.1913475945356382,0.6872960372960373
14,1.3152574300765991,1.17784115908052,0.6940559440559441
15,1.3092397451400757,1.1660594735802574,0.700932400932401
16,1.2971305847167969,1.1558143968189174,0.7034965034965035
17,1.2804906368255615,1.1469288685735715,0.71002331002331
18,1.2607790231704712,1.1392462398559462,0.713986013986014
19,1.2391799688339233,1.1326323916996657,0.7165501165501166
20,1.216703176498413,1.1269712364478015,0.7199300699300699
